Invoice ID,Date,Time,Branch,City,Customer type,Gender,Product Line,Unit Price,Quantity,Cost,Tax 5%,Total Cost,Payment Mode,Gross Income,Gross Margin Percentage,Rating
213-32-1216,23-01-2019,10:28:00,A,Mumbai,Normal,Female,Electronic accessories,66.06,6,396.36,19.818,416.178,Cash,19.818,4.761904762,7.3
219-61-4139,23-01-2019,17:16:00,C,Pune,Normal,Male,Electronic accessories,83.08,1,83.08,4.154,87.234,E-wallet,4.154,4.761904762,6.4
318-12-0304,23-01-2019,12:20:00,A,Mumbai,Normal,Male,Fashion accessories,30.61,1,30.61,1.5305,32.1405,E-wallet,1.5305,4.761904762,5.2
828-46-6863,23-01-2019,11:22:00,A,Mumbai,Member,Male,Food and beverages,98.53,6,591.18,29.559,620.739,Credit Card,29.559,4.761904762,4
790-38-4466,23-01-2019,10:18:00,C,Pune,Normal,Female,Health and beauty,10.99,5,54.95,2.7475,57.6975,Credit Card,2.7475,4.761904762,9.3
477-59-2456,23-01-2019,11:15:00,C,Pune,Normal,Female,Fashion accessories,45.44,7,318.08,15.904,333.984,Cash,15.904,4.761904762,9.2
160-22-2687,23-01-2019,14:21:00,A,Mumbai,Member,Female,Health and beauty,95.95,5,479.75,23.9875,503.7375,E-wallet,23.9875,4.761904762,8.8
316-66-3011,23-01-2019,12:35:00,A,Mumbai,Member,Female,Food and beverages,47.63,9,428.67,21.4335,450.1035,Cash,21.4335,4.761904762,5
809-46-1866,23-01-2019,17:44:00,A,Mumbai,Normal,Male,Health and beauty,58.15,4,232.6,11.63,244.23,Cash,11.63,4.761904762,8.4
148-41-7930,23-01-2019,10:33:00,C,Pune,Normal,Male,Health and beauty,99.96,7,699.72,34.986,734.706,Cash,34.986,4.761904762,6.1
232-11-3025,24-01-2019,10:04:00,A,Mumbai,Normal,Male,Sports and travel,78.77,10,787.7,39.385,827.085,Cash,39.385,4.761904762,6.4
139-20-0155,24-01-2019,17:37:00,B,Nashik,Member,Male,Electronic accessories,40.3,10,403,20.15,423.15,Credit Card,20.15,4.761904762,7
726-27-2396,24-01-2019,20:36:00,A,Mumbai,Normal,Female,Health and beauty,77.5,5,387.5,19.375,406.875,E-wallet,19.375,4.761904762,4.3
435-13-4908,24-01-2019,18:04:00,A,Mumbai,Member,Male,Fashion accessories,86.68,8,693.44,34.672,728.112,Credit Card,34.672,4.761904762,7.2
789-23-8625,24-01-2019,11:45:00,B,Nashik,Member,Male,Fashion accessories,93.22,3,279.66,13.983,293.643,Cash,13.983,4.761904762,7.2
510-79-0415,24-01-2019,19:20:00,B,Nashik,Member,Female,Sports and travel,23.08,6,138.48,6.924,145.404,E-wallet,6.924,4.761904762,4.9
438-23-1242,24-01-2019,10:38:00,B,Nashik,Normal,Male,Electronic accessories,75.88,7,531.16,26.558,557.718,E-wallet,26.558,4.761904762,8.9
775-72-1988,24-01-2019,15:05:00,B,Nashik,Normal,Male,Home and lifestyle,73.28,5,366.4,18.32,384.72,E-wallet,18.32,4.761904762,8.4
443-60-9639,24-01-2019,13:24:00,C,Pune,Member,Female,Home and lifestyle,60.87,1,60.87,3.0435,63.9135,Cash,3.0435,4.761904762,5.5
778-34-2523,24-01-2019,10:57:00,A,Mumbai,Member,Female,Electronic accessories,48.62,8,388.96,19.448,408.408,Cash,19.448,4.761904762,5
237-44-6163,24-01-2019,17:43:00,A,Mumbai,Normal,Male,Electronic accessories,10.56,8,84.48,4.224,88.704,Cash,4.224,4.761904762,7.6
235-06-8510,24-01-2019,20:59:00,C,Pune,Member,Male,Home and lifestyle,85.72,3,257.16,12.858,270.018,E-wallet,12.858,4.761904762,5.1
602-16-6955,24-01-2019,18:10:00,B,Nashik,Normal,Female,Sports and travel,76.6,10,766,38.3,804.3,E-wallet,38.3,4.761904762,6
145-94-9061,25-01-2019,19:48:00,B,Nashik,Normal,Female,Food and beverages,88.36,5,441.8,22.09,463.89,Cash,22.09,4.761904762,9.6
778-71-5554,25-01-2019,15:46:00,C,Pune,Member,Male,Fashion accessories,15.43,1,15.43,0.7715,16.2015,Credit Card,0.7715,4.761904762,6.1
191-10-6171,25-01-2019,13:18:00,B,Nashik,Normal,Female,Fashion accessories,39.62,7,277.34,13.867,291.207,Cash,13.867,4.761904762,7.5
280-17-4359,25-01-2019,13:48:00,C,Pune,Member,Male,Health and beauty,90.5,10,905,45.25,950.25,Cash,45.25,4.761904762,8.1
824-88-3614,25-01-2019,15:00:00,C,Pune,Normal,Male,Health and beauty,34.31,8,274.48,13.724,288.204,E-wallet,13.724,4.761904762,5.7
888-02-0338,25-01-2019,20:24:00,A,Mumbai,Normal,Male,Electronic accessories,26.23,9,236.07,11.8035,247.8735,E-wallet,11.8035,4.761904762,5.9
283-79-9594,25-01-2019,13:30:00,B,Nashik,Normal,Female,Food and beverages,48.51,7,339.57,16.9785,356.5485,Credit Card,16.9785,4.761904762,5.2
307-83-9164,25-01-2019,15:54:00,A,Mumbai,Member,Male,Home and lifestyle,60.01,4,240.04,12.002,252.042,Cash,12.002,4.761904762,4.5
730-61-8757,25-01-2019,10:11:00,B,Nashik,Member,Male,Health and beauty,51.13,4,204.52,10.226,214.746,Credit Card,10.226,4.761904762,4
261-12-8671,25-01-2019,19:39:00,B,Nashik,Normal,Female,Fashion accessories,60.96,2,121.92,6.096,128.016,Credit Card,6.096,4.761904762,4.9
569-71-4390,25-01-2019,14:29:00,B,Nashik,Normal,Male,Sports and travel,21.87,2,43.74,2.187,45.927,E-wallet,2.187,4.761904762,6.9
268-03-6164,25-01-2019,16:28:00,B,Nashik,Normal,Male,Health and beauty,96.11,1,96.11,4.8055,100.9155,E-wallet,4.8055,4.761904762,7.8
340-21-9136,25-01-2019,11:40:00,A,Mumbai,Member,Female,Sports and travel,40.05,4,160.2,8.01,168.21,Cash,8.01,4.761904762,9.7
856-66-2701,25-01-2019,14:19:00,A,Mumbai,Member,Male,Home and lifestyle,53.3,3,159.9,7.995,167.895,E-wallet,7.995,4.761904762,7.5
394-55-6384,25-01-2019,13:38:00,C,Pune,Member,Female,Sports and travel,70.19,9,631.71,31.5855,663.2955,Cash,31.5855,4.761904762,6.7
288-38-3758,25-01-2019,18:30:00,C,Pune,Member,Female,Fashion accessories,84.87,3,254.61,12.7305,267.3405,E-wallet,12.7305,4.761904762,7.4
843-73-4724,25-01-2019,11:05:00,A,Mumbai,Normal,Male,Fashion accessories,74.1,1,74.1,3.705,77.805,Cash,3.705,4.761904762,9.2
847-38-7188,26-01-2019,19:56:00,B,Nashik,Normal,Female,Food and beverages,96.68,3,290.04,14.502,304.542,E-wallet,14.502,4.761904762,6.4
225-32-0908,26-01-2019,19:54:00,C,Pune,Normal,Female,Sports and travel,44.86,10,448.6,22.43,471.03,E-wallet,22.43,4.761904762,8.2
316-55-4634,26-01-2019,12:45:00,B,Nashik,Member,Male,Food and beverages,80.05,5,400.25,20.0125,420.2625,Credit Card,20.0125,4.761904762,9.4
641-43-2399,26-01-2019,20:23:00,B,Nashik,Normal,Male,Home and lifestyle,25.55,4,102.2,5.11,107.31,E-wallet,5.11,4.761904762,5.7
836-82-5858,26-01-2019,19:14:00,B,Nashik,Member,Male,Health and beauty,69.37,9,624.33,31.2165,655.5465,E-wallet,31.2165,4.761904762,4
289-65-5721,26-01-2019,19:28:00,B,Nashik,Normal,Female,Fashion accessories,81.37,2,162.74,8.137,170.877,Cash,8.137,4.761904762,6.5
834-61-8124,26-01-2019,18:22:00,A,Mumbai,Normal,Male,Electronic accessories,51.69,7,361.83,18.0915,379.9215,Cash,18.0915,4.761904762,5.5
173-82-9529,26-01-2019,14:51:00,B,Nashik,Normal,Female,Fashion accessories,37.95,10,379.5,18.975,398.475,Cash,18.975,4.761904762,9.7
539-21-7227,26-01-2019,17:45:00,B,Nashik,Normal,Female,Sports and travel,51.54,5,257.7,12.885,270.585,Cash,12.885,4.761904762,4.2
258-69-7810,26-01-2019,18:53:00,C,Pune,Normal,Female,Fashion accessories,36.85,5,184.25,9.2125,193.4625,Cash,9.2125,4.761904762,9.2
881-41-7302,26-01-2019,10:06:00,C,Pune,Normal,Female,Fashion accessories,64.99,1,64.99,3.2495,68.2395,Credit Card,3.2495,4.761904762,4.5
135-13-8269,26-01-2019,16:04:00,B,Nashik,Member,Female,Food and beverages,78.88,2,157.76,7.888,165.648,Cash,7.888,4.761904762,9.1
308-39-1707,26-01-2019,18:19:00,A,Mumbai,Normal,Female,Fashion accessories,12.09,1,12.09,0.6045,12.6945,Credit Card,0.6045,4.761904762,8.2
896-34-0956,26-01-2019,12:43:00,A,Mumbai,Normal,Male,Fashion accessories,21.32,1,21.32,1.066,22.386,Cash,1.066,4.761904762,5.9
176-78-1170,26-01-2019,15:11:00,C,Pune,Member,Male,Health and beauty,33.81,3,101.43,5.0715,106.5015,E-wallet,5.0715,4.761904762,7.3
794-42-3736,26-01-2019,14:41:00,B,Nashik,Normal,Male,Food and beverages,33.33,2,66.66,3.333,69.993,Credit Card,3.333,4.761904762,6.4
452-04-8808,26-01-2019,15:17:00,B,Nashik,Normal,Male,Electronic accessories,87.08,7,609.56,30.478,640.038,Cash,30.478,4.761904762,5.5
123-19-1176,27-01-2019,20:33:00,A,Mumbai,Member,Male,Health and beauty,58.22,8,465.76,23.288,489.048,E-wallet,23.288,4.761904762,8.4
870-54-3162,27-01-2019,13:26:00,A,Mumbai,Normal,Female,Sports and travel,32.25,5,161.25,8.0625,169.3125,Cash,8.0625,4.761904762,9
633-91-1052,27-01-2019,15:51:00,A,Mumbai,Normal,Female,Home and lifestyle,12.03,2,24.06,1.203,25.263,Cash,1.203,4.761904762,5.1
613-59-9758,27-01-2019,14:28:00,C,Pune,Normal,Female,Sports and travel,14.36,10,143.6,7.18,150.78,Cash,7.18,4.761904762,5.4
394-41-0748,27-01-2019,14:55:00,C,Pune,Member,Female,Fashion accessories,54.07,9,486.63,24.3315,510.9615,E-wallet,24.3315,4.761904762,9.5
325-90-8763,27-01-2019,13:58:00,C,Pune,Member,Female,Electronic accessories,46.57,10,465.7,23.285,488.985,Cash,23.285,4.761904762,7.6
862-59-8517,27-01-2019,11:17:00,C,Pune,Normal,Female,Food and beverages,90.24,6,541.44,27.072,568.512,Cash,27.072,4.761904762,6.2
620-02-2046,27-01-2019,19:48:00,C,Pune,Normal,Male,Home and lifestyle,69.4,2,138.8,6.94,145.74,E-wallet,6.94,4.761904762,9
595-27-4851,27-01-2019,18:05:00,A,Mumbai,Normal,Female,Fashion accessories,54.28,7,379.96,18.998,398.958,E-wallet,18.998,4.761904762,9.3
534-01-4457,27-01-2019,14:36:00,A,Mumbai,Normal,Male,Food and beverages,81.71,6,490.26,24.513,514.773,Credit Card,24.513,4.761904762,8
788-07-8452,27-01-2019,17:38:00,C,Pune,Member,Female,Home and lifestyle,24.24,7,169.68,8.484,178.164,E-wallet,8.484,4.761904762,9.4
869-11-3082,27-01-2019,20:03:00,B,Nashik,Member,Male,Health and beauty,96.16,4,384.64,19.232,403.872,Credit Card,19.232,4.761904762,8.4
585-90-0249,27-01-2019,18:08:00,A,Mumbai,Member,Male,Electronic accessories,73.26,1,73.26,3.663,76.923,E-wallet,3.663,4.761904762,9.7
624-01-8356,27-01-2019,10:44:00,B,Nashik,Normal,Female,Home and lifestyle,49.01,10,490.1,24.505,514.605,Credit Card,24.505,4.761904762,4.2
149-71-6266,28-01-2019,12:43:00,B,Nashik,Member,Male,Sports and travel,78.07,9,702.63,35.1315,737.7615,Cash,35.1315,4.761904762,4.5
400-89-4171,28-01-2019,13:05:00,C,Pune,Normal,Female,Sports and travel,80.97,8,647.76,32.388,680.148,Cash,32.388,4.761904762,9.3
342-65-4817,28-01-2019,16:47:00,C,Pune,Member,Male,Health and beauty,86.8,3,260.4,13.02,273.42,E-wallet,13.02,4.761904762,9.9
593-65-1552,28-01-2019,20:50:00,C,Pune,Normal,Female,Home and lifestyle,69.81,4,279.24,13.962,293.202,Credit Card,13.962,4.761904762,5.9
211-30-9270,28-01-2019,15:16:00,C,Pune,Normal,Male,Health and beauty,17.41,5,87.05,4.3525,91.4025,Credit Card,4.3525,4.761904762,4.9
372-26-1506,28-01-2019,19:24:00,C,Pune,Normal,Female,Fashion accessories,23.82,5,119.1,5.955,125.055,E-wallet,5.955,4.761904762,5.4
390-80-5128,28-01-2019,17:58:00,B,Nashik,Member,Female,Health and beauty,19.15,1,19.15,0.9575,20.1075,Credit Card,0.9575,4.761904762,9.5
726-29-6793,28-01-2019,20:54:00,A,Mumbai,Member,Male,Electronic accessories,24.18,8,193.44,9.672,203.112,E-wallet,9.672,4.761904762,9.8
243-47-2663,28-01-2019,16:43:00,C,Pune,Member,Male,Electronic accessories,18.77,6,112.62,5.631,118.251,Credit Card,5.631,4.761904762,5.5
222-42-0244,28-01-2019,13:53:00,B,Nashik,Member,Female,Health and beauty,72.11,9,648.99,32.4495,681.4395,Credit Card,32.4495,4.761904762,7.7
544-55-9589,28-01-2019,11:51:00,B,Nashik,Member,Female,Electronic accessories,21.43,10,214.3,10.715,225.015,Cash,10.715,4.761904762,6.2
699-88-1972,28-01-2019,17:47:00,B,Nashik,Normal,Male,Health and beauty,99.16,8,793.28,39.664,832.944,Credit Card,39.664,4.761904762,4.2
865-41-9075,28-01-2019,17:35:00,A,Mumbai,Normal,Male,Food and beverages,11.53,7,80.71,4.0355,84.7455,Cash,4.0355,4.761904762,8.1
430-53-4718,28-01-2019,15:46:00,B,Nashik,Member,Male,Health and beauty,75.37,8,602.96,30.148,633.108,Credit Card,30.148,4.761904762,8.4
746-94-0204,29-01-2019,11:56:00,A,Mumbai,Normal,Male,Fashion accessories,83.24,9,749.16,37.458,786.618,Credit Card,37.458,4.761904762,7.4
606-80-4905,29-01-2019,10:01:00,C,Pune,Member,Female,Sports and travel,19.15,6,114.9,5.745,120.645,Credit Card,5.745,4.761904762,6.8
110-48-7033,29-01-2019,14:12:00,B,Nashik,Member,Male,Fashion accessories,32.62,4,130.48,6.524,137.004,Cash,6.524,4.761904762,9
382-25-8917,29-01-2019,12:25:00,C,Pune,Normal,Male,Fashion accessories,42.08,6,252.48,12.624,265.104,Cash,12.624,4.761904762,8.9
575-67-1508,29-01-2019,11:26:00,A,Mumbai,Normal,Male,Electronic accessories,38.6,1,38.6,1.93,40.53,E-wallet,1.93,4.761904762,6.7
862-17-9201,29-01-2019,10:48:00,B,Nashik,Normal,Female,Food and beverages,84.05,6,504.3,25.215,529.515,Credit Card,25.215,4.761904762,7.7
343-61-3544,29-01-2019,11:48:00,B,Nashik,Member,Male,Sports and travel,26.67,10,266.7,13.335,280.035,Cash,13.335,4.761904762,8.6
816-72-8853,29-01-2019,15:48:00,A,Mumbai,Member,Female,Sports and travel,27.93,5,139.65,6.9825,146.6325,Cash,6.9825,4.761904762,5.9
800-09-8606,29-01-2019,19:45:00,A,Mumbai,Member,Female,Home and lifestyle,87.37,5,436.85,21.8425,458.6925,Cash,21.8425,4.761904762,6.6
137-63-5492,29-01-2019,14:26:00,C,Pune,Normal,Male,Electronic accessories,58.76,10,587.6,29.38,616.98,E-wallet,29.38,4.761904762,9
569-76-2760,29-01-2019,18:15:00,A,Mumbai,Member,Female,Sports and travel,22.01,4,88.04,4.402,92.442,Credit Card,4.402,4.761904762,6.6
233-67-5758,29-01-2019,13:46:00,C,Pune,Normal,Male,Health and beauty,40.35,1,40.35,2.0175,42.3675,E-wallet,2.0175,4.761904762,6.2
423-80-0988,30-01-2019,19:42:00,C,Pune,Normal,Male,Sports and travel,76.4,2,152.8,7.64,160.44,E-wallet,7.64,4.761904762,6.5
416-13-5917,30-01-2019,16:24:00,C,Pune,Normal,Female,Food and beverages,97.03,5,485.15,24.2575,509.4075,E-wallet,24.2575,4.761904762,9.3
182-69-8360,30-01-2019,13:32:00,B,Nashik,Normal,Female,Electronic accessories,23.65,4,94.6,4.73,99.33,Credit Card,4.73,4.761904762,4
556-72-8512,30-01-2019,20:47:00,C,Pune,Normal,Male,Home and lifestyle,22.96,1,22.96,1.148,24.108,Cash,1.148,4.761904762,4.3
283-26-5248,30-01-2019,20:23:00,C,Pune,Member,Female,Food and beverages,98.52,10,985.2,49.26,1034.46,E-wallet,49.26,4.761904762,4.5
134-54-4720,30-01-2019,13:58:00,B,Nashik,Normal,Female,Electronic accessories,42.42,8,339.36,16.968,356.328,E-wallet,16.968,4.761904762,5.7
664-14-2882,30-01-2019,14:43:00,C,Pune,Member,Female,Home and lifestyle,10.53,5,52.65,2.6325,55.2825,Credit Card,2.6325,4.761904762,5.8
804-38-3935,30-01-2019,11:32:00,A,Mumbai,Member,Male,Electronic accessories,93.78,3,281.34,14.067,295.407,Credit Card,14.067,4.761904762,5.9
862-29-5914,30-01-2019,17:08:00,C,Pune,Normal,Female,Sports and travel,22.38,1,22.38,1.119,23.499,Credit Card,1.119,4.761904762,8.6
239-36-3640,31-01-2019,13:44:00,B,Nashik,Normal,Male,Electronic accessories,45.35,6,272.1,13.605,285.705,E-wallet,13.605,4.761904762,6.1
583-72-1480,31-01-2019,16:24:00,C,Pune,Member,Male,Electronic accessories,37.06,4,148.24,7.412,155.652,E-wallet,7.412,4.761904762,9.7
366-93-0948,31-01-2019,10:46:00,A,Mumbai,Member,Male,Electronic accessories,66.35,1,66.35,3.3175,69.6675,Credit Card,3.3175,4.761904762,9.7
226-71-3580,31-01-2019,12:02:00,C,Pune,Normal,Female,Sports and travel,23.75,9,213.75,10.6875,224.4375,Cash,10.6875,4.761904762,9.5
532-59-7201,31-01-2019,14:04:00,B,Nashik,Member,Male,Sports and travel,79.93,6,479.58,23.979,503.559,Cash,23.979,4.761904762,5.5
525-88-7307,31-01-2019,13:19:00,B,Nashik,Member,Male,Sports and travel,75.82,1,75.82,3.791,79.611,Cash,3.791,4.761904762,5.8
286-75-7818,31-01-2019,19:48:00,B,Nashik,Normal,Male,Fashion accessories,69.08,2,138.16,6.908,145.068,Credit Card,6.908,4.761904762,6.9
187-83-5490,31-01-2019,13:47:00,A,Mumbai,Member,Male,Electronic accessories,20.77,4,83.08,4.154,87.234,Cash,4.154,4.761904762,4.7
834-45-5519,31-01-2019,20:48:00,B,Nashik,Normal,Female,Electronic accessories,43,4,172,8.6,180.6,E-wallet,8.6,4.761904762,7.6
735-32-9839,31-01-2019,10:36:00,C,Pune,Member,Male,Fashion accessories,98.7,8,789.6,39.48,829.08,E-wallet,39.48,4.761904762,8.5
525-09-8450,31-01-2019,15:12:00,B,Nashik,Normal,Male,Electronic accessories,72.13,10,721.3,36.065,757.365,Credit Card,36.065,4.761904762,4.2
457-94-0464,31-01-2019,20:32:00,B,Nashik,Member,Male,Electronic accessories,87.87,9,790.83,39.5415,830.3715,E-wallet,39.5415,4.761904762,5.6
189-55-2313,31-01-2019,10:33:00,C,Pune,Normal,Female,Fashion accessories,62.18,10,621.8,31.09,652.89,E-wallet,31.09,4.761904762,6
522-57-8364,31-01-2019,10:00:00,A,Mumbai,Member,Male,Fashion accessories,51.34,8,410.72,20.536,431.256,E-wallet,20.536,4.761904762,7.6
139-52-2867,13-02-2019,10:50:00,C,Pune,Normal,Female,Fashion accessories,22.51,7,157.57,7.8785,165.4485,Credit Card,7.8785,4.761904762,4.8
151-16-1484,13-02-2019,12:38:00,A,Mumbai,Member,Male,Electronic accessories,32.25,4,129,6.45,135.45,E-wallet,6.45,4.761904762,6.5
563-36-9814,13-02-2019,18:27:00,A,Mumbai,Member,Male,Electronic accessories,76.82,1,76.82,3.841,80.661,E-wallet,3.841,4.761904762,7.2
767-54-1907,13-02-2019,16:59:00,B,Nashik,Member,Female,Fashion accessories,29.56,5,147.8,7.39,155.19,Cash,7.39,4.761904762,6.9
173-50-1108,13-02-2019,12:14:00,B,Nashik,Member,Female,Sports and travel,20.18,4,80.72,4.036,84.756,Credit Card,4.036,4.761904762,5
339-18-7061,13-02-2019,15:06:00,C,Pune,Member,Female,Fashion accessories,92.98,2,185.96,9.298,195.258,Credit Card,9.298,4.761904762,8
388-76-2555,13-02-2019,13:59:00,B,Nashik,Normal,Male,Sports and travel,13.69,6,82.14,4.107,86.247,Cash,4.107,4.761904762,6.3
549-23-9016,13-02-2019,18:15:00,C,Pune,Member,Female,Food and beverages,14.87,2,29.74,1.487,31.227,Credit Card,1.487,4.761904762,8.9
853-23-2453,14-02-2019,14:35:00,B,Nashik,Member,Male,Health and beauty,75.74,4,302.96,15.148,318.108,Cash,15.148,4.761904762,7.6
638-60-7125,14-02-2019,17:03:00,A,Mumbai,Normal,Female,Electronic accessories,99.56,8,796.48,39.824,836.304,Credit Card,39.824,4.761904762,5.2
174-36-3675,14-02-2019,17:29:00,C,Pune,Member,Male,Food and beverages,99.37,2,198.74,9.937,208.677,Cash,9.937,4.761904762,5.2
150-89-8043,14-02-2019,15:04:00,A,Mumbai,Normal,Male,Sports and travel,44.65,3,133.95,6.6975,140.6475,Cash,6.6975,4.761904762,6.2
235-46-8343,14-02-2019,11:26:00,C,Pune,Member,Male,Food and beverages,27.66,10,276.6,13.83,290.43,Credit Card,13.83,4.761904762,8.9
109-86-4363,14-02-2019,11:36:00,B,Nashik,Member,Female,Sports and travel,60.08,7,420.56,21.028,441.588,Credit Card,21.028,4.761904762,4.5
528-14-9470,14-02-2019,14:42:00,A,Mumbai,Member,Male,Health and beauty,91.3,1,91.3,4.565,95.865,E-wallet,4.565,4.761904762,9.2
545-07-8534,14-02-2019,12:42:00,C,Pune,Normal,Female,Health and beauty,58.32,2,116.64,5.832,122.472,E-wallet,5.832,4.761904762,6
285-68-5083,15-02-2019,17:47:00,C,Pune,Member,Female,Sports and travel,24.74,3,74.22,3.711,77.931,Credit Card,3.711,4.761904762,10
227-78-1148,15-02-2019,12:44:00,B,Nashik,Normal,Female,Fashion accessories,72.84,7,509.88,25.494,535.374,Cash,25.494,4.761904762,8.4
394-43-4238,15-02-2019,12:42:00,B,Nashik,Member,Male,Home and lifestyle,17.77,5,88.85,4.4425,93.2925,Credit Card,4.4425,4.761904762,5.4
136-08-6195,15-02-2019,17:01:00,A,Mumbai,Normal,Female,Home and lifestyle,69.96,8,559.68,27.984,587.664,Credit Card,27.984,4.761904762,6.4
372-94-8041,15-02-2019,18:03:00,A,Mumbai,Normal,Male,Health and beauty,15.26,6,91.56,4.578,96.138,E-wallet,4.578,4.761904762,9.8
873-95-4984,15-02-2019,20:21:00,B,Nashik,Member,Female,Health and beauty,76.9,7,538.3,26.915,565.215,Cash,26.915,4.761904762,7.7
860-79-0874,15-02-2019,14:53:00,C,Pune,Member,Female,Fashion accessories,99.3,10,993,49.65,1042.65,Credit Card,49.65,4.761904762,6.6
541-89-9860,15-02-2019,12:31:00,C,Pune,Member,Female,Fashion accessories,80.48,3,241.44,12.072,253.512,Cash,12.072,4.761904762,8.1
710-46-4433,15-02-2019,14:15:00,B,Nashik,Member,Female,Food and beverages,77.4,9,696.6,34.83,731.43,Credit Card,34.83,4.761904762,4.5
233-34-0817,15-02-2019,11:21:00,C,Pune,Member,Female,Electronic accessories,98.84,1,98.84,4.942,103.782,Cash,4.942,4.761904762,8.4
246-11-3901,15-02-2019,12:12:00,C,Pune,Normal,Female,Electronic accessories,32.8,10,328,16.4,344.4,Cash,16.4,4.761904762,6.2
152-68-2907,15-02-2019,13:30:00,A,Mumbai,Normal,Male,Food and beverages,52.2,3,156.6,7.83,164.43,Credit Card,7.83,4.761904762,9.5
556-41-6224,15-02-2019,17:10:00,C,Pune,Normal,Male,Health and beauty,33.64,8,269.12,13.456,282.576,Credit Card,13.456,4.761904762,9.3
305-03-2383,15-02-2019,10:36:00,A,Mumbai,Normal,Female,Food and beverages,67.1,3,201.3,10.065,211.365,Cash,10.065,4.761904762,7.5
400-80-4065,15-02-2019,20:21:00,C,Pune,Member,Male,Health and beauty,68.55,4,274.2,13.71,287.91,Credit Card,13.71,4.761904762,9.2
497-36-0989,15-02-2019,15:21:00,A,Mumbai,Normal,Male,Fashion accessories,51.94,3,155.82,7.791,163.611,Cash,7.791,4.761904762,7.9
234-36-2483,15-02-2019,13:51:00,B,Nashik,Normal,Male,Health and beauty,57.59,6,345.54,17.277,362.817,Cash,17.277,4.761904762,5.1
321-49-7382,15-02-2019,17:38:00,B,Nashik,Member,Male,Sports and travel,88.31,1,88.31,4.4155,92.7255,Credit Card,4.4155,4.761904762,5.2
431-66-2305,15-02-2019,20:51:00,B,Nashik,Normal,Female,Electronic accessories,88.25,9,794.25,39.7125,833.9625,Credit Card,39.7125,4.761904762,7.6
241-72-9525,16-02-2019,12:21:00,B,Nashik,Normal,Male,Sports and travel,51.91,10,519.1,25.955,545.055,Cash,25.955,4.761904762,8.2
587-03-7455,16-02-2019,17:30:00,C,Pune,Member,Female,Fashion accessories,97.79,7,684.53,34.2265,718.7565,E-wallet,34.2265,4.761904762,4.9
598-06-7312,16-02-2019,15:42:00,B,Nashik,Member,Male,Fashion accessories,91.35,1,91.35,4.5675,95.9175,Cash,4.5675,4.761904762,6.8
273-84-2164,16-02-2019,15:53:00,C,Pune,Member,Male,Electronic accessories,12.05,5,60.25,3.0125,63.2625,E-wallet,3.0125,4.761904762,5.5
133-77-3154,16-02-2019,18:04:00,B,Nashik,Member,Male,Fashion accessories,60.18,4,240.72,12.036,252.756,Credit Card,12.036,4.761904762,9.4
408-66-6712,16-02-2019,14:19:00,C,Pune,Member,Female,Health and beauty,47.71,6,286.26,14.313,300.573,E-wallet,14.313,4.761904762,4.4
895-03-6665,16-02-2019,10:52:00,B,Nashik,Normal,Female,Fashion accessories,36.51,9,328.59,16.4295,345.0195,Cash,16.4295,4.761904762,4.2
873-14-6353,16-02-2019,10:33:00,A,Mumbai,Member,Male,Food and beverages,24.82,7,173.74,8.687,182.427,Credit Card,8.687,4.761904762,7.1
636-48-8204,17-02-2019,11:15:00,A,Mumbai,Normal,Male,Electronic accessories,34.56,5,172.8,8.64,181.44,E-wallet,8.64,4.761904762,9.9
590-83-4591,17-02-2019,14:40:00,B,Nashik,Member,Male,Electronic accessories,87.45,6,524.7,26.235,550.935,Credit Card,26.235,4.761904762,8.8
420-11-4919,17-02-2019,19:57:00,C,Pune,Member,Female,Food and beverages,71.39,5,356.95,17.8475,374.7975,Credit Card,17.8475,4.761904762,5.5
389-25-3394,17-02-2019,18:06:00,C,Pune,Normal,Male,Electronic accessories,11.81,5,59.05,2.9525,62.0025,Cash,2.9525,4.761904762,9.4
803-17-8013,17-02-2019,17:09:00,A,Mumbai,Member,Female,Home and lifestyle,88.79,8,710.32,35.516,745.836,Cash,35.516,4.761904762,4.1
634-97-8956,17-02-2019,17:27:00,A,Mumbai,Normal,Male,Food and beverages,32.9,3,98.7,4.935,103.635,Credit Card,4.935,4.761904762,9.1
612-36-5536,17-02-2019,11:12:00,A,Mumbai,Member,Male,Food and beverages,80.96,8,647.68,32.384,680.064,Credit Card,32.384,4.761904762,7.4
827-77-7633,17-02-2019,19:41:00,A,Mumbai,Normal,Male,Sports and travel,98.09,9,882.81,44.1405,926.9505,Cash,44.1405,4.761904762,9.3
123-35-4896,17-02-2019,19:11:00,C,Pune,Normal,Female,Sports and travel,46.66,9,419.94,20.997,440.937,E-wallet,20.997,4.761904762,5.3
788-21-5741,17-02-2019,13:34:00,A,Mumbai,Normal,Male,Fashion accessories,45.38,3,136.14,6.807,142.947,Credit Card,6.807,4.761904762,7.2
785-96-0615,17-02-2019,15:28:00,B,Nashik,Member,Female,Electronic accessories,35.74,8,285.92,14.296,300.216,E-wallet,14.296,4.761904762,4.9
201-63-8275,17-02-2019,16:50:00,C,Pune,Member,Female,Sports and travel,67.99,7,475.93,23.7965,499.7265,E-wallet,23.7965,4.761904762,5.7
131-70-8179,17-02-2019,16:27:00,A,Mumbai,Member,Female,Health and beauty,92.09,3,276.27,13.8135,290.0835,Cash,13.8135,4.761904762,4.2
